,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
24,24.0,4.7,Stormy,Jam,1,Meal,scooter,0.0,No,Urban,28,19.917359352869003
25,28.0,4.8,Sunny,Jam,0,Snack,motorcycle,1.0,No,Urban,26,12.464066309561852
26,39.0,4.9,Windy,Jam,0,Snack,motorcycle,0.0,Yes,Semi-Urban,50,11.007734763545226
27,29.0,4.8,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,13.184918189815095
28,33.0,3.9,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,32,13.612594236983208
29,35.0,3.6,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,32,13.971948960232016
30,28.0,4.5,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,19,17.073813050988182
31,30.0,4.4,Fog,Jam,2,Snack,scooter,2.0,No,Metropolitian,40,20.442929762531403
32,,,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,28,13.763778585007291
33,35.0,4.6,Windy,Medium,0,Snack,motorcycle,,No,Metropolitian,31,16.476481315354967
34,25.0,5.0,Sandstorms,Jam,2,Buffet,scooter,0.0,No,Metropolitian,25,17.297865752893937
35,,,,,3,Meal,scooter,0.0,No,Metropolitian,37,13.612393202875259
36,26.0,4.7,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,26,9.121425981664203
37,37.0,4.9,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,25,16.721288103899063
38,32.0,4.8,Sandstorms,High,1,Snack,scooter,1.0,No,Metropolitian,25,6.117219095512411
39,37.0,4.9,Sunny,High,1,Snack,scooter,1.0,No,Metropolitian,19,6.210618493070031
40,32.0,4.1,Fog,Jam,1,Snack,motorcycle,3.0,No,Metropolitian,44,19.760798007032676
41,20.0,4.7,Sunny,High,1,Drinks,motorcycle,0.0,No,Urban,16,3.02944056107288
42,28.0,4.8,Windy,Low,1,Buffet,motorcycle,0.0,,Metropolitian,11,11.71980127031202
43,37.0,4.8,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,28,7.683177078410288
44,30.0,4.7,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,18,12.100287597780959
45,34.0,4.7,Sunny,Jam,2,Meal,scooter,1.0,No,Urban,19,12.46396242676217
46,20.0,5.0,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,14,6.146683594422382
47,22.0,4.7,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,19,7.562267471587871
48,39.0,4.1,Cloudy,High,1,Buffet,scooter,1.0,No,Metropolitian,33,6.037474189774952
49,26.0,4.8,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,24,13.787803344558727
50,31.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,44,13.970007989630956
51,35.0,4.5,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,28,7.64950631838354
52,22.0,4.7,Sandstorms,High,1,Meal,motorcycle,0.0,No,Urban,19,6.037116126684456
53,38.0,4.8,Sunny,High,2,Drinks,scooter,0.0,No,Metropolitian,19,5.8746303285596175
54,22.0,2.8,Sunny,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,37,13.406350345933939
55,24.0,4.8,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,13,4.4647953174860575
56,30.0,4.3,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,12.3525760402391
57,36.0,4.4,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,42,10.42721501021827
58,38.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,3.0,No,Metropolitian,46,20.253584375811304
59,34.0,5.0,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,20,16.635223376912617
60,24.0,4.7,Sunny,Medium,1,Drinks,scooter,1.0,No,Urban,12,7.342480856113623
61,21.0,5.0,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,19,13.680927409365763
62,33.0,4.9,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Urban,24,14.022295961692818
63,30.0,4.8,Fog,Medium,0,Snack,motorcycle,1.0,No,Urban,27,6.242543106350919
64,22.0,4.7,Windy,Medium,2,Drinks,motorcycle,1.0,No,Urban,27,6.053660476378026
65,20.0,4.7,Fog,Medium,2,Snack,electric_scooter,0.0,No,Urban,10,6.051989448461392
66,25.0,4.7,Sunny,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,10,13.768718508442738
67,25.0,4.9,Cloudy,Low,2,Snack,scooter,0.0,No,Urban,12,7.862668167467362
68,34.0,4.7,Stormy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,41,17.137830077695
69,21.0,4.7,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,11.007734763545226
70,21.0,4.8,Windy,Jam,2,Meal,electric_scooter,0.0,No,Urban,12,7.562980271969265
71,22.0,4.6,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,26,12.243495934522482
72,24.0,4.5,Cloudy,Low,1,Drinks,motorcycle,0.0,No,,16,1.5203488901901792
73,28.0,4.6,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,19,14.021726512940825
74,27.0,5.0,Stormy,Jam,1,Meal,motorcycle,1.0,No,,23,20.887331234684485
75,23.0,4.6,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,19,13.407238587912502
76,22.0,4.5,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,25,12.435806040948572
77,36.0,5.0,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,22,4.610133887061302
78,35.0,5.0,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,34,7.772466272092122
79,27.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,19,4.656811824475263
80,37.0,4.8,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,30,7.646104748376906
81,33.0,4.7,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,9.088005113399266
82,33.0,4.9,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,26,12.41711599871314
83,30.0,5.0,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,20,7.5467812205384925
84,22.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,10.880650831335046
85,,,,,3,Meal,electric_scooter,1.0,No,Metropolitian,33,9.326872528792316
86,30.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,24,1.5203447251019993
87,36.0,4.9,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,18,4.530125283634556
88,33.0,4.8,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,13,7.562069972217765
89,30.0,4.8,Windy,Jam,2,Buffet,motorcycle,1.0,No,Urban,26,9.087937067701246
90,22.0,4.9,Sunny,Jam,2,Drinks,electric_scooter,,No,Metropolitian,24,20.178916924752546
91,34.0,4.7,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,21,10.709308833427755
92,31.0,4.6,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,36,1.5126000863988953
93,35.0,4.4,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,37,10.594458829956004
94,33.0,4.7,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,41,12.58026782216666
95,,,Sandstorms,High,2,Drinks,scooter,1.0,No,Metropolitian,32,6.210864156013002
96,32.0,5.0,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,42,10.906257371374378
97,33.0,4.6,Sandstorms,Low,1,Drinks,scooter,0.0,No,Urban,20,7.573523734238649
98,24.0,4.9,Cloudy,Jam,1,Snack,scooter,2.0,No,Metropolitian,37,20.286495439716045
99,20.0,4.3,Sunny,High,0,Meal,motorcycle,0.0,No,Metropolitian,46,6.127835452793534
100,35.0,4.8,Sunny,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,12,9.326827803082512
101,28.0,4.3,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,15,1.5439623816123476
102,26.0,4.7,Cloudy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,35,20.180936931742092
103,23.0,4.9,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,26,4.405611015399672
104,31.0,4.9,Fog,Medium,0,Buffet,motorcycle,0.0,No,Urban,35,12.257021345777924
105,29.0,4.5,Stormy,Jam,1,Snack,scooter,0.0,No,Urban,19,17.073624954178904
106,,,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,31,1.5367187530179973
107,39.0,4.6,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,20,7.761422437330777
108,21.0,4.8,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,18,3.105492717339753
109,26.0,4.9,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,1.5725337265584898
110,29.0,4.7,Sandstorms,High,1,Drinks,scooter,0.0,,Metropolitian,11,1.529297691866026
111,34.0,4.5,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,26,16.384900933440587
112,30.0,4.6,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,17,7.5623179451646205
113,34.0,4.8,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,20,7.763197145384553
114,33.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,35,10.42547509986873
115,23.0,4.8,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,17,13.183266786432418
116,33.0,4.3,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,27,3.0295222223507365
117,23.0,4.6,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,32,14.022298282537264
118,31.0,5.0,Windy,High,2,Meal,scooter,1.0,No,Metropolitian,28,6.217860689094804
119,39.0,4.8,Cloudy,Medium,0,Snack,motorcycle,1.0,No,,34,4.544232356546281
120,20.0,4.7,Windy,Medium,2,Snack,electric_scooter,1.0,No,Urban,19,16.82538340488173
121,37.0,5.0,Sunny,Low,1,Meal,motorcycle,,No,Metropolitian,12,3.116127221552501
122,,,Stormy,Low,2,Snack,scooter,1.0,No,,14,16.721288103899063
123,31.0,4.8,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,12.58026782216666
124,22.0,4.7,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,18,10.88093543823611
125,30.0,4.9,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,25,13.765756924366846
126,38.0,4.7,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,26,19.367701972034023
127,34.0,4.1,Stormy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,37,17.297865752893937
128,34.0,3.5,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,31,10.586953096729365
129,28.0,4.8,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,40,12.419602040798763
130,27.0,5.0,Sunny,Jam,2,Meal,scooter,0.0,No,Urban,16,7.573523734238649
131,,,Fog,High,0,Drinks,motorcycle,1.0,No,Urban,28,6.0376057117344475
132,22.0,4.3,Fog,Jam,1,Meal,scooter,0.0,No,Metropolitian,42,14.152800689506924
133,31.0,4.1,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,41,12.10651131970407
134,35.0,5.0,Cloudy,High,2,Meal,electric_scooter,1.0,No,Metropolitian,28,1.5725337265584898
135,30.0,4.7,Sandstorms,High,2,Buffet,motorcycle,1.0,No,Urban,32,1.5322885570360325
136,35.0,4.0,Stormy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,32,7.77252320049916
137,35.0,4.8,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,38,12.418009922151581
138,24.0,4.7,Windy,Medium,2,Buffet,motorcycle,,No,Metropolitian,28,9.312838467169481
139,36.0,4.5,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,49,12.162306144870003
140,27.0,5.0,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,23,10.906058503130946
141,39.0,4.8,Sandstorms,Medium,2,Snack,scooter,0.0,No,Metropolitian,27,16.90290998367753
142,22.0,4.0,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,32,10.906289036313037
143,39.0,4.4,Windy,Jam,0,Drinks,motorcycle,3.0,Yes,Metropolitian,54,13.583078662372667
144,29.0,4.9,Stormy,Low,1,Snack,motorcycle,1.0,No,Urban,11,12.58026782216666
145,39.0,4.1,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,33,4.674184358001537
146,34.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,1.5368285425757406
147,36.0,4.5,Sunny,High,2,Drinks,scooter,1.0,No,Urban,15,1.5204696649092773
148,35.0,4.9,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Urban,19,4.590769055358847
149,27.0,4.5,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,11,4.494207463620029
150,29.0,2.6,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,31,16.41274679744389
151,,,Fog,Low,1,Buffet,motorcycle,1.0,No,Urban,30,20.182482607606538
152,30.0,4.3,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,36,19.36342948175045
153,23.0,5.0,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,17,1.5093577670164835
154,23.0,4.8,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,22,6.1184711803543115
155,32.0,4.8,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,29,4.610120317596728
156,26.0,4.2,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,3.1162385589582624
157,25.0,4.3,Windy,Medium,0,Meal,motorcycle,,No,,38,13.972141328923932
158,36.0,4.6,Sandstorms,High,1,Buffet,motorcycle,0.0,No,Metropolitian,30,1.554619808075942
159,23.0,4.6,Sandstorms,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,20,20.182728114835903
160,24.0,4.6,Windy,Low,1,Drinks,scooter,1.0,No,Urban,16,1.4897806661060058
161,26.0,4.6,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,23,10.867285240517937
162,36.0,4.7,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,19.97591692313727
163,31.0,5.0,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,34,7.790160607276956
164,37.0,4.2,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,34,9.075352487305347
165,38.0,4.8,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,25,13.612447554552565
166,26.0,4.6,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,16,7.573225613543872
167,20.0,4.9,Fog,Low,2,Meal,motorcycle,0.0,No,Urban,14,7.77261895902156
168,26.0,4.9,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,42,4434.919719051925
169,35.0,4.4,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,20,3.0527511604097017
170,34.0,4.4,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,39,6.232472211068167
171,22.0,4.9,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,20,6.147404652585687
172,25.0,4.5,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,11,9.088011034055526
173,36.0,4.7,Sandstorms,Medium,2,Meal,scooter,0.0,No,Urban,28,4.596951629108698
174,34.0,4.7,Cloudy,Jam,2,Drinks,electric_scooter,2.0,Yes,Urban,41,10.866261860516522
175,37.0,4.8,Sunny,Low,1,Meal,scooter,1.0,No,Urban,29,16.822056546184967
176,26.0,4.8,Cloudy,Low,2,Buffet,scooter,1.0,No,Urban,16,3.1090243980085717
177,28.0,4.2,Sunny,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,49,7.761284984497349
178,25.0,4.7,Fog,Low,1,Buffet,motorcycle,0.0,,Metropolitian,10,3.019792716968146
179,32.0,4.9,Sunny,Low,2,Snack,motorcycle,1.0,No,,17,16.608314041963972
180,26.0,4.7,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,28,12.23868634509712
181,37.0,4.9,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Urban,15,19.97528686239015
182,31.0,4.7,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,47,7.4483182468939795
183,27.0,4.7,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,15,10.881077849035108
184,39.0,4.8,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,24,7.762635434643752
185,28.0,4.9,Stormy,Low,2,Snack,scooter,0.0,No,Urban,15,4.717601091654031
186,28.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,12.16113135009256
187,26.0,4.5,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,26,9.32694086948928
188,39.0,4.3,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,,22,1.5524290103805005
189,26.0,4.5,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Urban,14,7.772096240774094
190,30.0,3.7,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,33,12.257118232949185
191,33.0,4.4,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,48,16.659979129044938
192,27.0,4.9,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,26,19.39597977202738
193,37.0,4.9,Sandstorms,High,2,Snack,scooter,0.0,No,Metropolitian,26,1.52916276337713
194,27.0,4.2,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,3.1050491919311813
195,39.0,4.8,Sandstorms,Medium,1,Drinks,scooter,0.0,No,Metropolitian,25,19.659851482294183
196,28.0,4.4,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,15,3.02953738832919
197,34.0,3.7,Fog,Low,1,Meal,motorcycle,2.0,No,Metropolitian,33,13.973182653974487
198,31.0,4.6,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,15,3.0596070723621493
199,38.0,4.9,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,31,7.325299567430143
200,34.0,4.8,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,23,1.5321262819005874
201,,,,,3,Snack,electric_scooter,2.0,No,Urban,40,10.756415548602094
202,,,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,19,7.7613504049535935
203,37.0,4.4,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39,12.293677673344574
204,28.0,4.9,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,15,16.637054384866953
205,37.0,4.5,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,51,16.82538340488173
206,37.0,4.9,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Urban,29,14.152800689506924
207,37.0,4.6,Windy,High,2,Snack,scooter,1.0,No,Metropolitian,25,1.5136443675476847
208,22.0,4.8,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,19,2.979521050245772
209,39.0,4.7,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,4.544232356546281
210,26.0,4.8,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,19,16.638590183191422
211,35.0,4.3,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,46,10.8674212648958
212,30.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,27,4.657654936664735
213,27.0,4.7,Fog,Medium,0,Buffet,motorcycle,1.0,No,Urban,28,4.537394871401189
214,30.0,4.6,Stormy,Jam,0,Buffet,motorcycle,3.0,Yes,Metropolitian,54,16.600361127894633
215,30.0,5.0,Fog,High,0,Snack,motorcycle,0.0,No,Metropolitian,27,6.146633645909954
216,23.0,4.6,Fog,High,1,Buffet,motorcycle,2.0,No,Metropolitian,33,3.087888624322901
217,32.0,4.7,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,29,7.790160607276956
218,31.0,4.8,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,15,1.5147814029387021
219,32.0,4.7,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,25,19.472033277855537
220,20.0,4.9,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,11,3.1450674354101187
221,24.0,4.8,Stormy,Medium,1,Snack,scooter,0.0,No,Urban,25,7.772466272092122
222,37.0,4.5,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,16,1.5126978093478265
223,27.0,4.5,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,15,20.25296785008508
224,20.0,4.9,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,22,7.564859910471562
225,36.0,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Urban,45,13.763778585007291
226,24.0,4.9,Windy,Low,2,Drinks,scooter,,No,Urban,11,4.528570753833522
227,28.0,4.6,Sandstorms,Low,2,Buffet,scooter,0.0,No,Urban,10,13.40589201850077
228,32.0,4.7,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,26,1.554514379490486
229,33.0,4.7,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,24,1.5525569816082048
230,21.0,4.7,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,44,11.91659505984837
231,38.0,4.7,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Urban,28,20.178916924752546
232,28.0,4.7,Windy,Jam,1,Drinks,scooter,1.0,No,Urban,26,4.539068202863132
233,36.0,4.9,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Urban,36,12.463970104792164
234,26.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,27,7.68360839728931
235,30.0,4.6,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20,3.0642670718363476
236,23.0,4.9,Sunny,Low,0,Buffet,motorcycle,,No,Metropolitian,26,13.6158334590668
237,38.0,4.8,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,20,4.537940845665759
238,33.0,4.7,Fog,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,17,9.074684164011787
239,28.0,4.9,Stormy,High,0,Meal,motorcycle,1.0,No,Urban,22,6.053489440625695
240,28.0,4.8,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,16,3.025279773180782
241,22.0,4.9,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,22,17.137491426369635
242,27.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,3.040891553714859
243,20.0,4.4,Fog,Jam,1,Meal,scooter,2.0,No,,32,13.582337494248948
244,25.0,4.4,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,3.0586973146467455
245,21.0,4.3,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,9.088078141696645
246,29.0,5.0,Fog,Medium,1,Drinks,motorcycle,,No,Urban,30,19.68855300536724
247,34.0,4.8,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,42,16.85244461324599
248,22.0,4.9,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,21,16.47656243001569
249,27.0,4.5,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,11,9.181151800929156
250,26.0,4.8,Windy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,18,3.105095438251917
251,22.0,4.6,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,13.972194586988255
252,20.0,4.7,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,17,3413.453269411299
253,37.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,32,7.761780026164523
254,35.0,4.0,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,31,1.5581193602469814
255,39.0,4.6,Cloudy,Jam,0,Meal,motorcycle,2.0,Yes,Metropolitian,50,12.417687563968219
256,25.0,4.0,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,33,16.113469821667486
257,20.0,4.9,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,17.13829579052108
258,30.0,4.8,Sunny,Low,1,Drinks,motorcycle,,No,Metropolitian,12,3.1044353979039836
259,25.0,4.8,Sunny,Low,1,Buffet,motorcycle,0.0,No,Urban,16,1.5524290103805005
260,24.0,4.9,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,12,20.179033045444367
261,24.0,4.6,Windy,Medium,2,Snack,electric_scooter,0.0,No,Urban,24,12.419602040798763
262,,,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,26,4.663439017256739
