age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
35.0,3,10.0,2,3,0,4,1,0.0,0.0,40.0,38,0
21.0,5,11.0,5,3,1,4,1,0.0,0.0,40.0,38,0
52.0,3,10.0,2,2,0,4,1,0.0,0.0,52.5,38,0
19.0,3,9.0,4,2,1,4,1,0.0,0.0,52.5,38,0
31.0,3,10.0,5,7,1,4,1,0.0,0.0,52.5,38,0
54.0,3,9.0,4,3,3,1,0,0.0,0.0,44.0,29,0
70.0,6,13.0,0,3,4,4,0,0.0,0.0,52.5,38,0
47.0,6,13.0,2,3,0,4,1,0.0,0.0,40.0,38,1
64.0,3,8.0,2,9,5,4,0,0.0,0.0,32.5,38,0
45.0,1,10.0,2,2,0,4,1,0.0,0.0,40.0,25,1
47.0,3,10.0,0,3,4,2,0,0.0,0.0,40.0,38,0
64.0,3,9.0,2,3,2,4,1,0.0,0.0,40.0,38,1
66.0,3,10.0,2,5,0,4,1,0.0,0.0,40.0,38,0
53.0,3,5.0,0,0,1,4,0,0.0,0.0,40.0,38,0
40.0,3,13.0,2,0,0,0,1,0.0,0.0,40.0,38,1
21.0,3,10.0,2,5,0,1,1,0.0,0.0,40.0,18,0
33.0,5,10.0,2,3,0,4,1,0.0,0.0,45.0,38,0
31.0,3,9.0,2,3,5,4,0,0.0,0.0,40.0,1,1
44.0,3,9.0,4,9,1,4,0,0.0,0.0,52.5,38,0
20.0,3,10.0,4,9,3,4,0,0.0,0.0,40.0,38,0
35.0,0,10.0,2,3,0,4,1,0.0,0.0,50.0,38,0
44.0,3,9.0,0,9,1,1,0,0.0,0.0,48.0,38,0
55.0,5,9.0,2,2,0,4,1,0.0,0.0,40.0,38,1
28.0,3,5.0,0,9,1,4,0,0.0,0.0,40.0,38,1
38.0,4,12.0,2,9,0,2,1,0.0,0.0,40.0,38,1
55.0,1,13.0,2,9,0,4,1,0.0,0.0,40.0,38,1
33.0,3,13.0,4,9,3,1,1,0.0,0.0,52.5,29,0
30.0,3,11.0,0,0,4,4,0,0.0,0.0,52.5,38,0
43.0,3,14.0,2,9,0,4,1,0.0,0.0,40.0,38,1
55.0,0,15.0,0,0,4,2,0,0.0,0.0,35.0,38,1
58.0,3,10.0,5,3,4,0,0,0.0,0.0,40.0,38,0
42.0,5,11.0,2,2,0,4,1,0.0,0.0,40.0,30,0
41.0,3,14.0,2,2,0,4,1,0.0,0.0,40.0,38,1
28.0,3,10.0,0,11,1,4,1,0.0,0.0,46.0,38,0
46.0,4,13.0,2,11,0,4,1,0.0,0.0,52.0,38,0
61.0,3,9.0,4,7,3,2,1,0.0,0.0,40.0,38,0
62.0,3,9.0,4,0,1,4,1,0.0,0.0,40.0,38,1
28.0,3,13.0,2,9,0,2,1,0.0,0.0,45.0,38,0
48.0,3,15.0,2,12,0,4,1,0.0,0.0,40.0,38,1
65.0,3,10.0,5,2,2,4,1,0.0,0.0,45.0,38,1
31.0,3,9.0,2,0,5,2,0,0.0,0.0,32.5,38,1
19.0,3,9.0,2,0,2,4,0,0.0,0.0,40.0,38,0
23.0,3,10.0,0,13,3,4,1,0.0,0.0,40.0,38,0
45.0,1,10.0,2,10,0,4,1,0.0,0.0,40.0,38,1
57.0,3,13.0,0,9,1,4,0,0.0,0.0,45.0,38,0
29.0,3,7.0,4,9,4,2,0,0.0,0.0,32.5,38,0
32.0,5,12.0,2,2,0,4,1,0.0,0.0,40.0,38,1
61.0,3,9.0,2,9,0,4,1,0.0,0.0,44.0,38,1
59.0,3,10.0,2,2,0,4,1,0.0,0.0,50.0,38,0
45.0,3,10.0,2,6,5,4,0,0.0,0.0,40.0,1,1
32.0,6,7.0,2,13,0,4,1,0.0,0.0,40.0,38,1
41.0,3,9.0,0,3,4,4,0,0.0,0.0,40.0,38,0
29.0,3,7.0,2,5,0,4,1,0.0,0.0,52.0,21,1
19.0,1,9.0,5,9,1,2,1,0.0,0.0,32.5,38,0
24.0,3,11.0,2,6,0,2,1,0.0,0.0,40.0,38,1
39.0,3,9.0,2,9,0,4,1,0.0,0.0,50.0,38,1
49.0,3,11.0,2,9,5,4,0,0.0,0.0,52.5,38,1
47.0,3,9.0,2,3,0,4,1,0.0,0.0,40.0,38,1
18.0,6,4.5,2,9,5,4,0,0.0,0.0,40.0,38,1
46.0,3,14.0,2,9,0,4,1,0.0,0.0,35.0,38,1
39.0,5,15.0,4,2,3,4,1,0.0,0.0,52.5,38,0
78.0,3,15.0,2,9,0,4,1,0.0,0.0,32.5,38,1
70.0,3,10.0,4,0,1,4,1,0.0,0.0,34.0,38,0
32.0,5,9.0,2,7,0,4,1,0.0,0.0,35.0,38,0
47.0,3,14.0,5,12,1,4,1,0.0,0.0,40.0,38,1
30.0,3,9.0,4,11,1,4,0,0.0,0.0,52.5,38,0
39.0,5,9.0,2,3,0,4,1,0.0,0.0,40.0,38,0
29.0,3,8.0,4,7,1,4,1,0.0,0.0,40.0,38,0
25.0,3,13.0,2,9,0,4,1,0.0,0.0,40.0,38,0
39.0,3,15.0,2,11,0,4,1,0.0,0.0,52.5,38,1
36.0,3,9.0,4,4,3,4,1,0.0,0.0,40.0,38,0
37.0,6,12.0,2,9,0,2,1,0.0,0.0,40.0,38,1
48.0,3,9.0,6,6,2,1,1,0.0,0.0,45.0,29,0
59.0,3,13.0,0,0,4,4,0,0.0,0.0,40.0,38,0
34.0,3,9.0,0,7,4,4,0,0.0,0.0,40.0,38,0
20.0,6,9.0,2,12,5,4,0,0.0,0.0,32.5,38,1
35.0,3,6.0,4,2,1,4,1,0.0,0.0,52.5,38,1
31.0,3,13.0,2,9,5,4,0,0.0,0.0,32.5,38,1
36.0,3,11.0,2,3,0,2,1,0.0,0.0,50.0,8,1
55.0,5,5.0,2,4,0,4,1,0.0,0.0,32.5,38,0
31.0,1,11.0,6,9,4,2,0,0.0,0.0,40.0,38,0
19.0,3,9.0,5,9,4,4,0,0.0,0.0,40.0,38,0
22.0,3,9.0,4,9,1,4,1,0.0,0.0,40.0,38,0
33.0,3,9.0,4,4,1,4,1,0.0,0.0,32.5,38,0
32.0,5,12.0,0,2,1,4,1,0.0,0.0,32.5,38,1
23.0,3,9.0,4,9,1,4,0,0.0,0.0,40.0,38,0
52.0,3,14.0,4,0,1,4,0,0.0,0.0,40.0,38,0
33.0,3,9.0,2,2,0,4,1,0.0,0.0,32.5,38,1
39.0,1,8.0,2,13,0,4,1,0.0,0.0,40.0,26,1
39.0,3,10.0,4,7,3,4,1,0.0,0.0,40.0,38,0
56.0,3,13.0,2,2,0,4,1,0.0,0.0,40.0,38,0
25.0,3,11.0,2,9,5,4,0,0.0,0.0,40.0,38,1
29.0,4,13.0,2,3,0,4,1,0.0,0.0,35.0,38,1
38.0,4,10.0,2,3,0,4,1,0.0,0.0,40.0,38,1
34.0,3,6.0,4,4,1,4,1,0.0,0.0,44.0,38,0
37.0,5,7.0,2,7,5,4,0,0.0,0.0,52.5,38,0
57.0,3,13.0,2,2,0,4,1,0.0,0.0,40.0,38,1
40.0,3,9.0,4,9,1,4,0,0.0,0.0,40.0,38,0
27.0,5,9.0,4,4,3,2,1,0.0,0.0,40.0,38,0
21.0,3,9.0,2,6,0,4,1,0.0,0.0,40.0,38,0
20.0,3,10.0,4,6,3,0,1,0.0,0.0,40.0,38,0
19.0,3,11.0,0,11,4,4,0,0.0,0.0,40.0,8,0
26.0,3,10.0,2,9,0,4,1,0.0,0.0,45.0,38,1
43.0,3,9.0,4,9,3,4,1,0.0,0.0,40.0,38,0
36.0,3,9.0,0,2,4,4,1,0.0,0.0,40.0,38,1
46.0,1,13.0,2,10,0,4,1,0.0,0.0,40.0,38,0
29.0,1,9.0,2,10,0,4,1,0.0,0.0,40.0,38,1
61.0,3,10.0,2,0,5,4,0,0.0,0.0,34.0,38,1
30.0,3,13.0,4,3,4,4,0,0.0,0.0,45.0,38,1
24.0,3,13.0,2,9,5,4,0,0.0,0.0,40.0,38,1
21.0,3,5.0,3,2,1,2,1,0.0,0.0,50.0,5,0
21.0,3,10.0,2,3,5,4,0,0.0,0.0,32.5,38,1
28.0,4,12.0,2,11,0,4,1,0.0,0.0,35.0,38,1
36.0,3,13.0,2,9,0,4,1,0.0,0.0,50.0,38,0
24.0,3,5.0,4,7,3,4,0,0.0,0.0,32.5,38,0
23.0,6,9.0,2,10,0,4,1,0.0,0.0,40.0,38,1
28.0,3,9.0,2,6,0,1,1,0.0,0.0,32.5,24,0
19.0,3,10.0,2,9,0,4,1,0.0,0.0,32.5,38,1
41.0,5,9.0,2,2,0,4,1,0.0,0.0,32.5,38,1
19.0,3,7.0,2,9,0,4,1,0.0,0.0,32.5,38,1
59.0,3,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
40.0,3,10.0,2,13,0,4,1,0.0,0.0,50.0,38,1
33.0,4,6.0,2,3,0,4,1,0.0,0.0,32.5,38,1
21.0,3,11.0,2,0,2,4,0,0.0,0.0,40.0,38,0
29.0,3,10.0,0,9,4,4,0,0.0,0.0,40.0,38,0
61.0,3,6.0,2,6,0,4,1,0.0,0.0,40.0,38,0
47.0,3,13.0,2,2,0,4,1,0.0,0.0,50.0,38,1
40.0,3,10.0,2,2,0,4,1,0.0,0.0,45.0,38,1
29.0,1,14.0,4,9,3,1,1,0.0,0.0,40.0,35,0
37.0,3,10.0,4,12,1,4,1,0.0,0.0,40.0,38,1
49.0,4,5.0,2,3,0,4,1,0.0,0.0,40.0,38,1
51.0,5,9.0,2,0,5,4,0,0.0,0.0,40.0,38,1
39.0,1,6.0,2,9,0,4,1,0.0,0.0,40.0,38,1
27.0,1,13.0,2,3,0,2,1,0.0,0.0,32.5,38,1
56.0,3,9.0,2,9,5,4,0,0.0,0.0,40.0,38,0
26.0,3,10.0,2,6,0,4,1,0.0,0.0,50.0,38,0
22.0,6,10.0,0,9,1,4,0,0.0,0.0,35.0,38,0
34.0,6,9.0,0,13,4,4,0,0.0,0.0,40.0,38,0
18.0,3,7.0,4,5,2,4,0,0.0,0.0,32.5,4,0
23.0,0,10.0,0,0,4,2,0,0.0,0.0,32.5,38,0
42.0,6,4.5,4,9,1,4,1,0.0,0.0,40.0,38,0
41.0,3,11.0,2,2,0,4,1,0.0,0.0,40.0,38,1
32.0,3,9.0,4,3,1,4,1,0.0,0.0,40.0,38,1
62.0,3,6.0,2,9,5,4,0,0.0,0.0,40.0,38,0
52.0,3,9.0,4,7,1,4,1,0.0,0.0,32.5,38,0
43.0,3,9.0,4,12,1,4,1,0.0,0.0,40.0,38,1
28.0,3,9.0,0,13,1,4,1,0.0,0.0,50.0,38,0
37.0,3,11.0,2,9,0,4,1,0.0,0.0,40.0,8,1
46.0,4,6.0,2,2,0,4,1,0.0,0.0,40.0,38,0
71.0,3,4.5,4,4,1,4,1,0.0,0.0,32.5,38,0
27.0,3,8.0,2,3,0,4,1,0.0,0.0,45.0,38,1
45.0,6,13.0,2,3,0,4,1,0.0,0.0,52.5,38,1
33.0,3,9.0,2,0,5,4,0,0.0,0.0,32.5,38,1
70.0,5,14.0,2,3,0,4,1,0.0,0.0,32.5,38,1
59.0,3,10.0,4,6,1,4,0,0.0,0.0,50.0,38,0
45.0,3,9.0,0,3,4,4,0,0.0,0.0,40.0,38,1
37.0,3,13.0,2,3,0,4,1,0.0,0.0,50.0,38,1
29.0,1,9.0,4,9,3,2,0,0.0,0.0,40.0,38,0
62.0,3,16.0,0,9,4,4,1,0.0,0.0,50.0,38,1
22.0,3,9.0,2,11,0,4,1,0.0,0.0,40.0,38,0
48.0,5,16.0,2,9,0,4,1,0.0,0.0,52.5,38,1
50.0,3,12.0,2,2,0,4,1,0.0,0.0,45.0,38,1
39.0,0,15.0,4,9,1,4,1,0.0,0.0,52.5,38,1
40.0,5,9.0,2,3,0,1,1,0.0,0.0,40.0,2,1
45.0,4,10.0,2,9,0,4,1,0.0,0.0,42.0,38,1
63.0,3,9.0,2,12,0,4,1,0.0,0.0,32.5,38,1
28.0,1,14.0,2,9,5,4,0,0.0,0.0,35.0,38,1
20.0,3,10.0,2,13,0,4,1,0.0,0.0,40.0,38,0
55.0,3,10.0,2,2,0,4,1,0.0,0.0,40.0,38,0
28.0,0,10.0,6,3,1,4,1,0.0,0.0,32.5,38,1
44.0,3,10.0,2,2,0,4,1,0.0,0.0,40.0,38,1
65.0,5,9.0,2,3,0,4,1,0.0,0.0,52.5,38,1
48.0,1,12.0,2,9,0,4,1,0.0,0.0,45.0,38,1
19.0,3,10.0,4,3,1,4,1,0.0,0.0,32.5,38,1
52.0,5,9.0,2,4,0,4,1,0.0,0.0,52.5,38,0
20.0,3,13.0,2,2,0,4,1,0.0,0.0,32.5,38,1
27.0,3,13.0,2,9,0,4,1,0.0,0.0,40.0,38,0
57.0,3,9.0,2,7,0,4,1,0.0,0.0,32.5,38,0
73.0,3,13.0,4,7,3,4,0,0.0,0.0,32.5,38,0
39.0,3,13.0,2,11,0,4,1,0.0,0.0,40.0,38,1
30.0,3,10.0,4,0,2,4,1,0.0,0.0,40.0,38,0
63.0,3,4.5,2,3,0,4,1,0.0,0.0,40.0,38,1
44.0,3,9.0,4,6,1,4,1,0.0,0.0,33.0,38,0
68.0,6,14.0,2,9,0,4,1,0.0,0.0,42.0,38,1
33.0,5,7.0,2,3,0,4,1,0.0,0.0,40.0,38,0
28.0,4,9.0,2,2,0,4,1,0.0,0.0,45.0,38,0
30.0,3,10.0,0,3,1,4,1,0.0,0.0,50.0,38,1
34.0,3,8.0,4,5,2,4,1,0.0,0.0,40.0,25,0
29.0,0,9.0,4,0,1,4,0,0.0,0.0,40.0,38,0
25.0,3,9.0,2,6,5,4,0,0.0,0.0,40.0,25,0
45.0,6,9.0,2,9,0,4,1,0.0,0.0,52.0,38,1
32.0,1,13.0,2,10,0,4,1,0.0,0.0,40.0,38,1
59.0,3,9.0,0,9,1,2,1,0.0,0.0,50.0,38,0
49.0,3,10.0,2,3,0,4,1,0.0,0.0,40.0,38,1
43.0,3,10.0,0,0,4,4,0,0.0,0.0,32.5,38,0
45.0,3,14.0,4,6,4,4,1,0.0,0.0,52.5,12,0
60.0,5,10.0,2,12,0,4,1,0.0,0.0,52.5,38,1
35.0,5,14.0,2,11,0,4,1,0.0,0.0,40.0,38,1
44.0,3,13.0,2,3,0,4,1,0.0,0.0,45.0,38,1
28.0,1,6.0,6,13,4,4,0,0.0,0.0,40.0,38,0
45.0,3,13.0,4,9,1,3,0,0.0,0.0,52.5,23,0
40.0,3,14.0,2,3,0,4,1,0.0,0.0,50.0,38,1
25.0,0,9.0,2,12,0,4,1,0.0,0.0,40.0,38,1
42.0,5,9.0,4,2,1,4,1,0.0,0.0,40.0,38,0
50.0,3,9.0,2,6,0,4,1,0.0,0.0,40.0,38,1
24.0,3,9.0,2,3,0,4,1,0.0,0.0,40.0,38,1
28.0,3,4.5,4,9,1,4,0,0.0,0.0,40.0,38,0
51.0,3,13.0,3,3,4,4,0,0.0,0.0,40.0,38,0
66.0,3,14.0,0,9,1,4,1,0.0,0.0,40.0,38,0
42.0,3,7.0,4,7,3,4,0,0.0,0.0,40.0,38,0
50.0,3,9.0,2,2,0,4,1,0.0,0.0,40.0,38,1
29.0,3,4.5,2,11,0,4,1,0.0,0.0,40.0,38,1
61.0,3,14.0,6,9,1,2,0,0.0,0.0,52.5,38,0
65.0,3,9.0,2,2,0,4,1,0.0,0.0,32.5,38,0
30.0,5,9.0,0,6,4,4,1,0.0,0.0,32.5,38,0
41.0,4,11.0,2,11,0,3,1,0.0,0.0,52.5,25,0
37.0,3,11.0,2,13,0,4,1,0.0,0.0,50.0,38,1
20.0,1,7.0,2,0,0,4,1,0.0,0.0,32.5,32,0
25.0,3,4.5,4,9,3,1,0,0.0,0.0,40.0,38,0
46.0,3,13.0,4,0,3,4,0,0.0,0.0,40.0,25,0
45.0,5,14.0,2,11,0,4,1,0.0,0.0,40.0,38,1
47.0,3,9.0,2,9,0,4,1,0.0,0.0,40.0,38,1
35.0,1,7.0,0,10,3,1,1,0.0,0.0,32.5,38,0
50.0,4,4.5,2,2,0,4,1,0.0,0.0,52.5,38,1
24.0,1,12.0,0,10,1,2,1,0.0,0.0,32.5,38,1
35.0,3,6.0,4,7,1,4,0,0.0,0.0,50.0,38,0
27.0,3,14.0,2,6,0,4,1,0.0,0.0,40.0,38,0
41.0,3,4.5,2,11,0,4,1,0.0,0.0,40.0,38,1
25.0,1,13.0,4,9,3,4,1,0.0,0.0,40.0,38,0
24.0,3,13.0,4,3,1,4,1,0.0,0.0,40.0,38,0
48.0,3,14.0,2,3,0,4,1,0.0,0.0,40.0,38,1
52.0,3,9.0,0,2,4,4,0,0.0,0.0,40.0,38,0
38.0,3,13.0,2,3,0,4,1,0.0,0.0,40.0,38,1
31.0,3,9.0,5,7,4,4,0,0.0,0.0,52.0,28,0
43.0,3,9.0,4,0,4,4,0,0.0,0.0,43.0,38,1
35.0,3,9.0,0,13,1,4,1,0.0,0.0,40.0,38,0
47.0,3,12.0,2,0,5,4,0,0.0,0.0,40.0,21,1
53.0,3,10.0,4,5,3,4,1,0.0,0.0,40.0,38,0
32.0,3,6.0,2,2,0,4,1,0.0,0.0,45.0,38,1
42.0,3,13.0,2,11,0,4,1,0.0,0.0,50.0,38,1
54.0,5,13.0,2,13,0,4,1,0.0,0.0,45.0,38,0
19.0,3,9.0,2,9,0,4,1,0.0,0.0,40.0,38,1
32.0,3,9.0,4,9,3,4,1,0.0,0.0,40.0,38,0
28.0,3,10.0,2,7,0,4,1,0.0,0.0,40.0,40,1
30.0,3,9.0,6,9,1,4,1,0.0,0.0,40.0,38,0
57.0,3,10.0,4,0,1,4,0,0.0,0.0,40.0,38,0
28.0,3,10.0,4,9,1,4,0,0.0,0.0,40.0,38,1
55.0,3,13.0,2,3,0,4,1,0.0,0.0,52.5,38,1
46.0,1,12.0,2,10,0,4,1,0.0,0.0,50.0,38,1
39.0,1,13.0,2,9,0,4,1,0.0,0.0,40.0,38,1
25.0,3,13.0,2,3,0,4,1,0.0,0.0,50.0,38,1
34.0,3,10.0,2,3,0,4,1,0.0,0.0,48.0,38,1
42.0,3,10.0,0,3,1,4,1,0.0,0.0,40.0,38,0
47.0,6,16.0,2,9,0,4,1,0.0,0.0,50.0,38,1
49.0,3,14.0,0,3,4,4,1,0.0,0.0,45.0,38,1
40.0,3,10.0,4,13,1,4,1,0.0,0.0,40.0,38,0
63.0,3,10.0,2,11,0,4,1,0.0,0.0,48.0,38,1
72.0,3,9.0,4,11,1,4,1,0.0,0.0,32.5,38,0
27.0,4,9.0,2,3,0,4,1,0.0,0.0,40.0,38,1
33.0,1,13.0,2,10,0,2,1,0.0,0.0,40.0,38,1
22.0,3,9.0,2,3,0,4,1,0.0,0.0,40.0,38,1
31.0,3,10.0,4,6,4,1,1,0.0,0.0,40.0,39,0
41.0,3,12.0,4,11,3,4,1,0.0,0.0,40.0,38,0
31.0,3,16.0,2,3,0,4,1,0.0,0.0,52.5,38,1
31.0,3,13.0,4,9,1,2,0,0.0,0.0,52.5,38,1
20.0,3,10.0,4,7,3,4,0,0.0,0.0,32.5,38,0
34.0,3,9.0,2,2,0,1,1,0.0,0.0,50.0,18,0
50.0,3,12.0,0,4,4,4,1,0.0,0.0,40.0,38,0
40.0,3,9.0,0,0,4,4,0,0.0,0.0,40.0,38,0
21.0,3,9.0,2,7,0,4,1,0.0,0.0,40.0,38,0
26.0,3,13.0,2,3,0,4,1,0.0,0.0,52.5,38,1
41.0,6,10.0,4,7,3,2,1,0.0,0.0,45.0,38,0
33.0,3,13.0,0,0,4,4,0,0.0,0.0,40.0,38,0
43.0,1,15.0,2,9,0,4,1,0.0,0.0,45.0,38,1
41.0,3,10.0,4,2,1,4,1,0.0,0.0,50.0,23,0
32.0,3,10.0,2,3,0,1,1,0.0,0.0,50.0,16,1
37.0,1,9.0,2,7,0,4,1,0.0,0.0,52.5,38,0
56.0,3,9.0,2,2,2,1,1,0.0,0.0,40.0,18,0
22.0,1,9.0,2,9,5,4,0,0.0,0.0,40.0,38,1
20.0,3,10.0,4,9,3,4,0,0.0,0.0,40.0,38,0
61.0,1,13.0,5,9,1,4,1,0.0,0.0,32.5,38,0
55.0,5,9.0,4,2,1,0,1,0.0,0.0,50.0,38,0
37.0,1,9.0,3,3,4,2,0,0.0,0.0,50.0,38,0
49.0,3,14.0,2,6,0,4,1,0.0,0.0,40.0,38,0
51.0,3,10.0,2,2,0,4,1,0.0,0.0,40.0,38,1
21.0,3,10.0,4,9,3,4,0,0.0,0.0,32.5,38,0
53.0,3,13.0,4,0,4,4,0,0.0,0.0,52.5,38,0
23.0,3,10.0,0,11,1,4,1,0.0,0.0,36.0,38,1
69.0,3,9.0,0,9,1,4,0,0.0,0.0,40.0,38,1
31.0,5,4.5,2,11,0,4,1,0.0,0.0,40.0,38,1
45.0,3,10.0,2,9,5,2,0,0.0,0.0,40.0,38,0
43.0,3,10.0,0,0,4,2,0,0.0,0.0,40.0,38,0
29.0,3,10.0,2,5,5,4,0,0.0,0.0,40.0,38,0
52.0,3,14.0,2,9,0,4,1,0.0,0.0,40.0,38,1
19.0,3,10.0,5,9,4,4,0,0.0,0.0,40.0,38,0
20.0,3,10.0,4,7,1,4,0,0.0,0.0,40.0,38,0
20.0,3,9.0,4,2,1,4,1,0.0,0.0,40.0,38,0
41.0,4,15.0,2,3,5,4,0,0.0,0.0,52.5,38,1
46.0,3,10.0,2,6,0,4,1,0.0,0.0,52.5,38,0
37.0,5,9.0,2,4,0,4,1,0.0,0.0,40.0,38,0
37.0,3,9.0,0,13,1,4,1,0.0,0.0,50.0,38,0
24.0,6,9.0,4,12,3,4,0,0.0,0.0,44.0,38,0
37.0,3,9.0,2,7,0,2,1,0.0,0.0,42.0,22,0
53.0,3,14.0,2,10,0,4,1,0.0,0.0,52.5,38,1
33.0,3,9.0,4,2,1,2,1,0.0,0.0,45.0,38,0
34.0,3,9.0,2,6,0,4,1,0.0,0.0,44.0,38,1
20.0,3,10.0,4,9,3,4,1,0.0,0.0,32.5,38,0
76.0,3,9.0,4,6,1,4,0,0.0,0.0,32.5,38,0
49.0,3,15.0,2,9,0,4,1,0.0,0.0,52.5,38,1
28.0,3,13.0,4,5,1,4,1,0.0,0.0,40.0,38,0
38.0,3,8.0,2,2,0,4,1,0.0,0.0,40.0,38,0
47.0,4,4.5,2,13,0,4,1,0.0,0.0,50.0,4,0
44.0,3,9.0,2,2,0,4,1,0.0,0.0,32.5,38,0
40.0,0,9.0,2,3,0,4,1,0.0,0.0,35.0,38,1
63.0,6,9.0,0,9,4,4,0,0.0,0.0,32.5,38,0
